Org Code,Org Name,Org Type,Function,Contact,Address 1,Address 2,Town,State,Zip Code,Phone,Fax,Grades
02740115,Somerville: West Somerville Neighborhood,Public School,Principal,Kathleen Seward,177 Powderhouse Blvd,,Somerville,MA,02144,617-625-6600,617-666-7676,"PK,K,01,02,03,04,05,06,07,08"
02740120,Somerville: Winter Hill Community,Public School,Principal,Chad Mazza,115 Sycamore Street,,Somerville,MA,02145,617-629-5680,617-623-8492,"PK,K,01,02,03,04,05,06,07,08"
02780305,South Hadley: Michael E. Smith Middle School,Public School,Principal,Douglas Daponde,100 Mosier Street,,South Hadley,MA,01075,413-538-5074,413-538-5003,"05,06,07,08"
02780020,South Hadley: Mosier,Public School,Principal,Paul Goodhind,101 Mosier Street,,South Hadley,MA,01075,413-538-5077,413-538-6922,"02,03,04"
02780015,South Hadley: Plains Elementary,Public School,Principal,Henry Skala,00 Lyman Street,,South Hadley,MA,01075,413-538-5068,413-538-8712,"PK,K,01"
02780505,South Hadley: South Hadley High,Public School,Principal,Diana Bonneville,153 Newton Street,,South Hadley,MA,01075,413-538-5063,413-532-6538,"09,10,11,12"
08290605,South Middlesex Regional Vocational Technical: Joseph P Keefe Technical High School,Public School,Principal,Shannon Snow,750 Winter Street,,Framingham,MA,01702,508-416-2252,508-416-2342,"09,10,11,12"
04880550,South Shore Charter Public (District): South Shore Charter Public School,Charter School,Principal,Angie Pepin,100 Longwater Circle,,Norwell,MA,02061,781-982-4202,781-982-4201,"K,01,02,03,04,05,06,07,08,09,10,11,12"
08730605,South Shore Regional Vocational Technical: So Shore Vocational Technical High,Public School,Principal,Margaret Dutch,476 Webster Street,,Hanover,MA,02339,781-878-8822,781-982-0281,"09,10,11,12"
02750005,Southampton: William E Norris,Public School,Principal,Aliza Pluta,34 Pomeroy Meadow Rd,,Southampton,MA,01073,413-527-0811,413-527-4795,"PK,K,01,02,03,04,05,06"
02760050,Southborough: Albert S. Woodward Memorial School,Public School,Principal,Steven Mucci,28 Cordaville Road,,Southborough,MA,01772,508-229-1250,508-229-0623,"02,03"
02760020,Southborough: Margaret A Neary,Public School,Principal,Kathleen Valenti,53 Parkerville Road,,Southborough,MA,01772,508-481-2300,508-229-4460,"04,05"
02760008,Southborough: Mary E Finn School,Public School,Principal,Clayton Ryan,60 Richards Road,,Southborough,MA,01772,508-485-3176,508-229-4449,"PK,K,01"
02760305,Southborough: P Brent Trottier,Public School,Principal,Keith Lavoie,49 Parkerville Rd,,Southborough,MA,01772,508-485-2400,508-481-1506,"06,07,08"
02770005,Southbridge: Charlton Street,Public School,Principal,Judy Maisonet,220 Charlton Street,,Southbridge,MA,01550,508-764-5475,508-764-5491,"01,02,03,04,05"
02770010,Southbridge: Eastford Road,Public School,Principal,Mary Skrzypczak,120 Eastford Road,,Southbridge,MA,01550,508-764-5460,508-764-5495,"PK,K,01,02"
02770515,Southbridge: Southbridge High School,Public School,Principal,Andrae Townsel,132 Torrey Road,,Southbridge,MA,01550,508-764-5450,774-318-1687,"09,10,11,12"
02770315,Southbridge: Southbridge Middle School,Public School,Principal,Rebecca Sweetman,132 Torrey Road,,Southbridge,MA,01550,508-764-5440,774-318-1684,"06,07,08"
02770020,Southbridge: West Street,Public School,Principal,Kathleen Cadarette,156 West Street,,Southbridge,MA,01550,508-764-5470,508-764-5493,"01,02,03,04,05"
08720605,Southeastern Regional Vocational Technical: Southeastern Regional Vocational Technical,Public School,Principal,David Degan,250 Foundry Street,,South Easton,MA,02375,508-230-1200,508-230-1224,"09,10,11,12"
07650015,Southern Berkshire: Monterey,Public School,Principal,Mary Turo,PO Box 326,,Sheffield,MA,01257,413-229-8754,413-229-3211,K
07650505,Southern Berkshire: Mt Everett Regional,Public School,Principal,Glenn Devoti,P O Box 219,491 Berkshire School Road,Sheffield,MA,01257,413-229-8734,413-229-2044,"07,08,09,10,11,12"
07650018,Southern Berkshire: New Marlborough Central,Public School,Principal,Mary Turo,PO Box 326,,Sheffield,MA,01257,413-229-8754,413-229-7872,"PK,K,01,02,03,04"
07650030,Southern Berkshire: South Egremont,Public School,Principal,Mary Turo,PO Box 326,,Sheffield,MA,01257,413-229-8754,413-528-1430,"K,01"
07650035,Southern Berkshire: Undermountain,Public School,Principal,Mary Turo,PO Box 326,,Sheffield,MA,01257,413-229-8754,413-229-3211,"PK,K,01,02,03,04,05,06"
08760605,Southern Worcester County Regional Vocational Technical: Bay Path Regional Vocational Technical High School,Public School,Principal,Clifford Cloutier,57 Old Muggett Hill Road,,Charlton,MA,01507,508-248-5971,508-248-4747,"09,10,11,12"
07660315,Southwick-Tolland-Granville Regional School District: Powder Mill School,Public School,Principal,Kimberley Saso,94 Powder Mill Rd,,Southwick,MA,01077,413-569-5951,413-569-1710,"03,04,05,06"
07660505,Southwick-Tolland-Granville Regional School District: Southwick Regional School,Public School,Principal,Joseph Turmel,93 Feeding Hills Rd,,Southwick,MA,01077,413-569-6171,413-569-1723,"07,08,09,10,11,12"
07660010,Southwick-Tolland-Granville Regional School District: Woodland School,Public School,Principal,Amy Fouracre,80 Powder Mill Rd,,Southwick,MA,01077,413-569-6598,413-569-1721,"PK,K,01,02"
07670505,Spencer-E Brookfield: David Prouty High,Public School,Principal,Elizabeth York,302 Main Street,,Spencer,MA,01562,508-885-8505,508-885-8511,"09,10,11,12"
07670008,Spencer-E Brookfield: East Brookfield Elementary,Public School,Principal,Ronald Tomlin,410 East Main Street,,East Brookfield,MA,01515,508-885-8536,508-885-8571,"PK,K,01,02,03,04,05,06"
07670415,Spencer-E Brookfield: Knox Trail Middle School,Public School,Principal,Jodi Bourassa,73 Ash Street,,Spencer,MA,01562,508-885-8550,508-885-8557,"05,06,07,08"
07670040,Spencer-E Brookfield: Wire Village School,Public School,Principal,Linda Stanelun,60 Paxton Road,,Spencer,MA,01562,508-885-8524,508-885-8546,"K,01,02,03,04"
02810095,Springfield: Alfred G. Zanetti Montessori Magnet School,Public School,Principal,Tara Clark,474 Armory St,,Springfield,MA,01104,413-787-7400,413-787-7701,"PK,K,01,02,03,04,05,06,07,08"
02810175,Springfield: Alice B Beal Elementary,Public School,Principal,Deborah Beglane,285 Tiffany Street,,Springfield,MA,01108,413-787-7544,413-787-7363,"K,01,02,03,04,05"
02810165,Springfield: Arthur T Talmadge,Public School,Principal,Carla Lussier,1395 Allen Street,,Springfield,MA,01118,413-787-7249,413-750-2743,"K,01,02,03,04,05"
02810360,Springfield: Balliet Middle School,Public School,Principal,Rhonda Reddick,111 Seymour Avenue,,Springfield,MA,01109,413-787-7284,413-787-6784,"06,07,08"
02810025,Springfield: Brightwood,Public School,Principal,John Doty,471 Plainfield Street,,Springfield,MA,01107,413-787-7238,413-787-7477,"K,01,02,03,04,05"
02810365,Springfield: Chestnut Academy,Public School,Principal,Daniel Sullivan,355 Plainfield Street,,Springfield,MA,01107,413-750-2333,413-750-2351,"06,07,08"
02810367,Springfield: Chestnut Accelerated Middle School (Talented and Gifted),Public School,Principal,Colleen O'Connor,355 Plainfield Street,,Springfield,MA,01107,413-750-2333,413-750-2351,"06,07,08"
02810475,Springfield: Conservatory of the Arts,Public School,Principal,Ryan Kelly,34 Kopernik Street,,Springfield,MA,01151,413-787-6914,--,"06,07,08,09,10,11,12"
02810035,Springfield: Daniel B Brunton,Public School,Principal,Martha Stetkiewicz,1801 Parker Street,,Springfield,MA,01128,413-787-7444,413-787-7205,"K,01,02,03,04,05"
02810001,Springfield: Early Childhood Education Center,Public School,Principal,Yolanda Johnson,15 Catherine Street,,Springfield,MA,01109,413-787-7100,413-787-7171,PK
02810010,Springfield: Edward P. Boland School,Public School,Principal,Lisa Bakowski,426 Armory Street,,Springfield,MA,01104,413-750-2511,413-750-2396,"PK,K,01,02,03,04,05"
02810030,Springfield: Elias Brookings,Public School,Principal,Terry Powe,433 Walnut Street,,Springfield,MA,01105,413-787-7200,413-787-7996,"PK,K,01,02,03,04,05"
02810325,Springfield: Forest Park Middle,Public School,Principal,Thomas Mazza,46 Oakland Street,,Springfield,MA,01108,413-787-7420,413-787-7419,"06,07,08"
02810075,Springfield: Frank H Freedman,Public School,Principal,Medina Ali,90 Cherokee Dr,,Springfield,MA,01109,413-787-7443,413-750-2367,"K,01,02,03,04,05"
02810080,Springfield: Frederick Harris,Public School,Principal,Shannon Collins,58 Hartford Ter,,Springfield,MA,01118,413-787-7254,413-787-7333,"PK,K,01,02,03,04,05"
02810575,Springfield: Gateway to College at Holyoke Community College,Public School,Principal,Rhonda Reddick,303 Homestead Avenue,,Holyoke,MA,01040,413-552-2370,413-552-2745,"09,10,11,12"
02810580,Springfield: Gateway to College at Springfield Technical Community College,Public School,Principal,Rhonda Reddick,1 Armory Square,,Springfield,MA,01102,413-755-4480,413-755-6318,"09,10,11,12"
02810195,Springfield: German Gerena Community School,Public School,Principal,Cynthia Escribano,200 Birnie Avenue,,Springfield,MA,01107,413-787-7320,413-750-2661,"PK,K,01,02,03,04,05"
02810065,Springfield: Glenwood,Public School,Principal,Martha Cahillane,50 Morrison Terrace,,Springfield,MA,01104,413-787-7527,413-787-7468,"K,01,02,03,04,05"
02810068,Springfield: Glickman Elementary,Public School,Principal,Elizabeth Bienia,120 Ashland Avenue,,Springfield,MA,01119,413-750-2756,413-750-2765,"K,01,02,03,04,05"
02810510,Springfield: High School Of Commerce,Public School,Principal,Diane Bauer,415 State Street,,Springfield,MA,01105,413-787-7220,413-787-7041,"09,10,11,12"
02810050,Springfield: Hiram L Dorman,Public School,Principal,Rhonda Stowell,20 Lydia Street,,Springfield,MA,01109,413-787-7554,413-787-7771,"K,01,02,03,04,05"
02810085,Springfield: Homer Street,Public School,Principal,Catherine Roberts,43 Homer Street,,Springfield,MA,01109,413-787-7526,413-750-2752,"K,01,02,03,04,05"
02810366,Springfield: Impact Prep at Chestnut,Public School,Principal,Nathaniel Higgins,355 Plainfield Street,,Springfield,MA,01107,413-750-2333,413-750-2351,"06,07"
02810100,Springfield: Indian Orchard Elementary,Public School,Principal,Deanna Suomala,95 Milton Street,,Indian Orchard,MA,01151,413-787-7255,413-787-7283,"PK,K,01,02,03,04,05"
02810328,Springfield: John F Kennedy Middle,Public School,Principal,Desmond Caldwell,1385 Berkshire Avenue,,Springfield,MA,01151,413-787-7510,413-787-7561,"06,07,08"
02810320,Springfield: John J Duggan Middle,Public School,Principal,Michael Calvanese,1015 Wilbraham Rd,,Springfield,MA,01109,413-787-7410,413-750-2209,"06,07,08,09,10,11,12"
02810110,Springfield: Kensington International School,Public School,Principal,Margaret Thompson,31 Kensington Avenue,,Springfield,MA,01108,413-787-7522,413-787-7374,"K,01,02,03,04,05"
02810115,Springfield: Liberty,Public School,Principal,Robin Sanchez,962 Carew Street,,Springfield,MA,01104,413-787-7299,413-750-2331,"K,01,02,03,04,05"
02810560,Springfield: Liberty Preparatory Academy,Public School,Principal,Rhonda Reddick,"Alderman Bldg, 37 Alderman Street",,Springfield,MA,01108,413-750-2484,413-787-7988,"09,10,11,12"
02810120,Springfield: Lincoln,Public School,Principal,Mark McCann,732 Chestnut Street,,Springfield,MA,01107,413-787-7314,413-787-7364,"K,01,02,03,04,05"
02810330,Springfield: M Marcus Kiley Middle,Public School,Principal,Christopher Sutton,180 Cooley Street,,Springfield,MA,01128,413-787-7240,413-787-7247,"06,07,08"
02810060,Springfield: Margaret C Ells,Public School,Principal,Janet Vergne,319 Cortland Street,,Springfield,MA,01109,413-787-7345,413-787-7344,"PK,K,01"
02810125,Springfield: Mary A. Dryden Veterans Memorial School,Public School,Principal,Sheila Hoffman,190 Surrey Rd,,Springfield,MA,01118,413-787-7248,413-750-2314,"PK,K,01,02,03,04,05"
02810140,Springfield: Mary M Lynch,Public School,Principal,Linda Wilson,315 No Branch Pkwy,,Springfield,MA,01119,413-787-7250,413-750-2165,"K,01,02,03,04,05"
02810155,Springfield: Mary M Walsh,Public School,Principal,Vinnie Regan,50 Empress Ct,,Springfield,MA,01129,413-787-7448,413-750-2171,"K,01,02,03,04,05"
02810145,Springfield: Mary O Pottenger,Public School,Principal,Valerie Williams,1435 Carew Street,,Springfield,MA,01104,413-787-7266,413-787-7006,"K,01,02,03,04,05"
02810023,Springfield: Milton Bradley School,Public School,Principal,Kristen Marie Hughes,22 Mulberry Street,,Springfield,MA,01105,413-787-7475,413-750-2214,"PK,K,01,02,03,04,05"
02810055,Springfield: Rebecca M Johnson,Public School,Principal,Darcia Milner,55 Catherine Street,,Springfield,MA,01109,413-787-6687,413-787-6697,"PK,K,01,02,03,04,05"
02810480,Springfield: Rise Academy at Van Sickle,Public School,Principal,Anna Breen,1170 Carew Street,,Springfield,MA,01104,413-750-2887,413-750-2972,"06,07"
02810620,Springfield: Roger L. Putnam Vocational Technical Academy,Public School,Principal,George Johnson,1300 State Street,,Springfield,MA,01109,413-787-7424,413-787-7330,"09,10,11,12"
02810350,Springfield: STEM Middle Academy,Public School,Principal,Luis Martinez,60 Alton Street,,Springfield,MA,01109,413-787-6750,413-787-6857,"06,07,08"
02810020,Springfield: Samuel Bowles,Public School,Principal,Jose Escribano,24 Bowles Park,,Springfield,MA,01104,413-787-7334,413-750-2885,"K,01,02,03,04,05"
02810355,Springfield: South End Middle School,Public School,Principal,Cheryl Despirt-Lambert,36 Margaret Street,,Springfield,MA,01105,413-750-2442,413-886-5292,"06,07,08"
02810500,Springfield: Springfield Central High,Public School,Principal,Thaddeus Tokarz,1840 Roosevelt Avenue,,Springfield,MA,01109,413-787-7085,413-787-7040,"09,10,11,12"
02810570,Springfield: Springfield High School,Public School,Principal,Rhonda Reddick,"Dickenson Bldg, 37 Alderman Street",,Springfield,MA,01108,413-787-7285,413-750-2483,"09,10,11,12"
02810530,Springfield: Springfield High School of Science and Technology,Public School,Principal,Kevin Lalime,1250 State Street,,Springfield,MA,01109,413-750-2000,413-750-2047,"09,10,11,12"
02810005,Springfield: Springfield Public Day Elementary School,Public School,Principal,Rhonda Reddick,34 Nye Street,,Springfield,MA,01104,413-886-5100,413-886-5090,"K,01,02,03,04,05"
02810550,Springfield: Springfield Public Day High School,Public School,Principal,Rhonda Reddick,90 Berkshire Street,,Springfield,MA,01151,413-787-7036,413-787-6828,"09,10,11,12"
02810345,Springfield: Springfield Public Day Middle School,Public School,Principal,Rhonda Reddick,118 Alden Street,,Springfield,MA,01109,413-787-7261,413-787-6794,"06,07,08"
02810675,Springfield: Springfield Vocational Academy,Public School,Principal,George Johnson,1300 State Street,,Springfield,MA,01109,413-787-7424,413-787-7330,
02810160,Springfield: Sumner Avenue,Public School,Principal,James McCann,45 Sumner Avenue,,Springfield,MA,01108,413-787-7430,413-787-6229,"PK,K,01,02,03,04,05"
02810205,Springfield: The Springfield Renaissance School an Expeditionary Learning School,Public School,Principal,Arria Coburn,1170 Carew Street,,Springfield,MA,01104,413-750-2929,413-750-2978,"06,07,08,09,10,11,12"
02810015,Springfield: Thomas M Balliet,Public School,Principal,Jennifer Montano,52 Rosewell St,,Springfield,MA,01109,413-787-7446,413-787-7531,"PK,K,01,02,03,04,05"
02810485,Springfield: Van Sickle Academy,Public School,Principal,Robert Francesca,1170 Carew Street,,Springfield,MA,01104,413-750-2887,413-750-2972,"06,07,08"
02810180,Springfield: Warner,Public School,Principal,Ann Stennett,493 Parker Street,,Springfield,MA,01129,413-787-7258,413-750-2213,"PK,K,01,02,03,04,05"
02810185,Springfield: Washington,Public School,Principal,Lynda Bianchi,141 Washington Street,,Springfield,MA,01108,413-787-7551,413-787-7742,"PK,K,01,02,03,04,05"
02810190,Springfield: White Street,Public School,Principal,Kristen Marie Hughes,300 White Street,,Springfield,MA,01108,413-787-7543,413-787-7349,"K,01,02,03,04,05"
02810045,Springfield: William N. DeBerry,Public School,Principal,Elizabeth Fazio,670 Union Street,,Springfield,MA,01109,413-787-7582,413-787-6824,"K,01,02,03,04,05"
35100205,Springfield Preparatory Charter School (District): Springfield Preparatory Charter School,Charter School,Principal,Bill Spirer,370 Pine St.,,Springfield,MA,01105,413-231-2722,--,"K,01,02,03"
02840005,Stoneham: Colonial Park,Public School,Principal,Sarah Hardy,30 Avalon Road,,Stoneham,MA,02180,781-279-3890,781-279-3892,"PK,K,01,02,03,04"
02840025,Stoneham: Robin Hood,Public School,Principal,Maura Donoghue,70 Oak Street,,Stoneham,MA,02180,781-279-3870,781-438-8697,"PK,K,01,02,03,04"
02840030,Stoneham: South,Public School,Principal,Sharon Bird,11 Summer Street,,Stoneham,MA,02180,781-279-3880,781-279-2104,"K,01,02,03,04"
02840405,Stoneham: Stoneham Central Middle School,Public School,Principal,Christopher Banos,101 Central Street,,Stoneham,MA,02180,781-279-3840,781-279-3843,"05,06,07,08"
02840505,Stoneham: Stoneham High,Public School,Principal,Donna Cargill,149 Franklin Street,,Stoneham,MA,02180,781-279-3810,781-279-2070,"09,10,11,12"
02850012,Stoughton: Edwin A Jones Early Childhood Center,Public School,Principal,Heather Tucker,137 Walnut Street,,Stoughton,MA,02072,781-344-1003,781-344-2782,PK
02850010,Stoughton: Helen Hansen Elementary,Public School,Principal,Faye Polillio,1800 Central Street,,Stoughton,MA,02072,781-344-7006,781-344-4927,"K,01,02,03,04,05"
02850025,Stoughton: Joseph H Gibbons,Public School,Principal,Lynne Jardin,235 Morton Street,,Stoughton,MA,02072,781-344-7008,781-344-2653,"K,01,02,03,04,05"
02850014,Stoughton: Joseph R Dawe Jr Elementary,Public School,Principal,Robert Cancellieri,131 Pine Street,,Stoughton,MA,02072,781-344-7007,781-344-8271,"K,01,02,03,04,05"
02850405,Stoughton: O'Donnell Middle School,Public School,Principal,Matthew Colantonio,211 Cushing Street,,Stoughton,MA,02072,781-344-7002,781-297-5263,"06,07,08"
02850015,Stoughton: South Elementary,Public School,Principal,Maureen Mulvey,171 Ash Street,,Stoughton,MA,02072,781-344-7004,781-344-2876,"K,01,02,03,04,05"
02850505,Stoughton: Stoughton High,Public School,Principal,Juliette Miller,232 Pearl Street,,Stoughton,MA,02072,781-344-7001,781-341-6041,"09,10,11,12"
02850020,Stoughton: West Elementary,Public School,Principal,Lisa Whelan,1322 Central Street,,Stoughton,MA,02072,781-344-7005,781-344-2973,"PK,K,01,02,03,04,05"
02870005,Sturbridge: Burgess Elementary,Public School,Principal,Kathleen Ford-pelley,45 Burgess School Rd,,Sturbridge,MA,01566,508-347-7041,508-347-8237,"PK,K,01,02,03,04,05,06"
04890505,Sturgis Charter Public (District): Sturgis Charter Public School,Charter School,Principal,Paul Marble,427 Main Street,,Hyannis,MA,02601,508-778-1782,508-771-6785,"09,10,11,12"
02880305,Sudbury: Ephraim Curtis Middle,Public School,Principal,Jeff Mela,22 Pratts Mill Road,,Sudbury,MA,01776,978-443-1071,978-443-1098,"06,07,08"
02880025,Sudbury: General John Nixon Elementary,Public School,Principal,Jennifer Lamontagne,472 Concord Road,,Sudbury,MA,01776,978-443-1080,978-443-0282,"K,01,02,03,04,05"
02880015,Sudbury: Israel Loring School,Public School,Principal,Thomas Johnson,80 Woodside Road,,Sudbury,MA,01776,978-579-0870,978-579-0890,"K,01,02,03,04,05"
02880010,Sudbury: Josiah Haynes,Public School,Principal,Sharon Macdonald,169 Haynes Road,,Sudbury,MA,01776,978-443-1093,978-443-7513,"K,01,02,03,04,05"
02880030,Sudbury: Peter Noyes,Public School,Principal,Annette Doyle,280 Old Sudbury Road,,Sudbury,MA,01776,978-443-1085,978-443-6310,"PK,K,01,02,03,04,05"
02890005,Sunderland: Sunderland Elementary,Public School,Principal,Benjamin Barshefsky,1 Swampfield Drive,,Sunderland,MA,01375,413-665-1151,413-665-4545,"PK,K,01,02,03,04,05,06"
02900003,Sutton: Sutton Early Learning,Public School,Principal,Jessica Merriam,383 Boston Road,,Sutton,MA,01590,508-581-1610,508-865-3628,"PK,K,01,02"
02900005,Sutton: Sutton Elementary,Public School,Principal,Denise Harrison,Boston Rd,,Sutton,MA,01590,508-581-1620,508-865-3628,"03,04,05"
02900510,Sutton: Sutton High School,Public School,Principal,Ted McCarthy,Boston Rd,,Sutton,MA,01590,508-581-1640,508-917-0063,"09,10,11,12"
02900305,Sutton: Sutton Middle School,Public School,Principal,Gerard Goyette,Boston Rd,,Sutton,MA,01590,508-581-1630,508-581-1761,"06,07,08"
02910005,Swampscott: Clarke,Public School,Principal,Jennifer Hunt,100 Middlesex Avenue,,Swampscott,MA,01907,781-596-8812,781-581-5556,"K,01,02,03,04"
02910010,Swampscott: Hadley,Public School,Principal,Ilana Bebchick,24 Redington Street,,Swampscott,MA,01907,781-596-8847,781-592-5298,"K,01,02,03,04"
02910020,Swampscott: Stanley,Public School,Principal,Thomas Daniels,10 Whitman Rd,,Swampscott,MA,01907,781-596-8837,781-592-9500,"K,01,02,03,04"
02910505,Swampscott: Swampscott High,Public School,Principal,Robert Murphy,200 Essex Street,,Swampscott,MA,01907,781-596-8830,781-599-2034,"09,10,11,12"
02910305,Swampscott: Swampscott Middle,Public School,Principal,Lori Sanborn,207 Forest Avenue,,Swampscott,MA,01907,781-596-8820,781-593-2126,"PK,05,06,07,08"
02920006,Swansea: Elizabeth S Brown,Public School,Principal,Wendy Williams,29 Gardners Neck Road,,Swansea,MA,02777,508-675-7892,508-646-4411,"03,04,05"
02920015,Swansea: Gardner,Public School,Principal,Joanne Furze,10 Church Street,,Swansea,MA,02777,508-675-7899,508-646-4410,"K,01,02"
02920505,Swansea: Joseph Case High,Public School,Principal,Brian McCann,70 School Street,,Swansea,MA,02777,508-675-7483,508-646-4405,"09,10,11,12"
02920305,Swansea: Joseph Case Jr High,Public School,Principal,Robert Silveira,195 Main Street,,Swansea,MA,02777,508-675-0116,508-646-4413,"06,07,08"
02920020,Swansea: Joseph G Luther,Public School,Principal,Sean Scanlon,100 Pearse Road,,Swansea,MA,02777,508-675-7499,508-646-4408,"03,04,05"
02920017,Swansea: Mark G Hoyle Elementary,Public School,Principal,William Courville,70 Community Lane,,Swansea,MA,02777,508-679-4049,508-646-4407,"PK,K,01,02"
39020900,TEC Connections Academy Commonwealth Virtual School District: TEC Connections Academy Commonwealth Virtual School,Public School,Principal,Adam Goldberg,141 Mansion Drive,,East Walpole,MA,02032,774-315-5123,--,"K,01,02,03,04,05,06,07,08,09,10,11,12"
07700405,Tantasqua: Tantasqua Regional Jr High,Public School,Principal,Sean Gilrein,320B Brookfield Rd,,Fiskdale,MA,01518,508-347-7381,508-347-3994,"07,08"
07700505,Tantasqua: Tantasqua Regional Sr High,Public School,Principal,Michael Lucas,319 Brookfield Rd,,Fiskdale,MA,01518,508-347-9301,508-347-1061,"09,10,11,12"
07700605,Tantasqua: Tantasqua Regional Vocational,Public School,Principal,Mark Wood,319 Brookfield Rd,,Fiskdale,MA,01518,508-347-3045,508-347-1061,"09,10,11,12"
02930315,Taunton: Benjamin Friedman Middle,Public School,Principal,Kathleen Perry,500 Norton Avenue,,Taunton,MA,02780,508-821-1493,508-821-3185,"05,06,07"
02930010,Taunton: East Taunton Elementary,Public School,Principal,Stephanie Hoye,58R Stevens Street,,East Taunton,MA,02718,508-821-1330,508-821-1334,"K,01,02,03,04"
02930007,Taunton: Edmund Hatch Bennett,Public School,Principal,Michael Kelleher,47 North Walker Street,,Taunton,MA,02780,508-821-1245,508-821-1353,"K,01,02,03,04"
02930005,Taunton: Edward F. Leddy Preschool,Public School,Principal,Janet Belanger,36 Second Street,,Taunton,MA,02780,508-821-1275,508-821-1352,PK
02930027,Taunton: Elizabeth Pole,Public School,Principal,Lisa Riendeau,215 Harris Street,,Taunton,MA,02780,508-821-1260,508-821-1363,"K,01,02,03,04"
02930057,Taunton: H H Galligan,Public School,Principal,Anabela Jones,15 Sheridan Street,,Taunton,MA,02780,508-821-1295,508-821-1355,"K,01,02,03,04"
02930035,Taunton: Hopewell,Public School,Principal,Tara Gagnon,16 Monroe Street,,Taunton,MA,02780,508-821-1240,508-821-1356,"K,01,02,03,04"
02930305,Taunton: John F Parker Middle,Public School,Principal,Michael Byron,60 Williams Street,,Taunton,MA,02780,508-821-1112,508-821-1361,"05,06,07"
02930008,Taunton: Joseph C Chamberlain,Public School,Principal,Rose Schwartz,480 Norton Avenue,,Taunton,MA,02780,508-821-3216,508-821-3877,"K,01,02,03,04"
02930042,Taunton: Joseph H Martin,Public School,Principal,Elizabeth Rodrigues,131 Caswell Street,,East Taunton,MA,02718,508-821-1250,508-821-1273,"05,06,07"
02930015,Taunton: Mulcahey Elementary School,Public School,Principal,Christel Torres,28 Clifford Street,,Taunton,MA,02780,508-821-1255,508-821-1360,"K,01,02,03,04"
02930525,Taunton: Taunton Alternative High School,Public School,Principal,Robert Delaney,120 Cohannet Street,,Taunton,MA,02780,508-844-5822,774-227-7170,"08,09,10,11,12"
02930505,Taunton: Taunton High,Public School,Principal,Matthew Mattos,50 Williams Street,,Taunton,MA,02780,508-821-1101,508-821-1362,"08,09,10,11,12"
02950010,Tewksbury: Heath-Brook,Public School,Principal,Felicia Wettstone,165 Shawsheen Street,,Tewksbury,MA,01876,978-640-7865,978-640-7868,"K,01,02"
02950023,Tewksbury: John F. Ryan,Public School,Principal,Judi Mcinnes,135 Pleasant Street,,Tewksbury,MA,01876,978-640-7880,978-640-7888,"05,06"
02950305,Tewksbury: John W. Wynn Middle,Public School,Principal,John Weir,1 Griffin Way,,Tewksbury,MA,01876,978-640-7846,978-640-7853,"07,08"
02950001,Tewksbury: L F Dewing,Public School,Principal,Mary Gerrish,1469 Andover Street,,Tewksbury,MA,01876,978-640-7858,978-640-7862,"PK,K,01,02"
02950025,Tewksbury: Louise Davy Trahan,Public School,Principal,Matthew Castonguay,12 Salem Rd,,Tewksbury,MA,01876,978-640-7870,978-640-7874,"03,04"
02950020,Tewksbury: North Street,Public School,Principal,Karen Cronin,133 North Street,,Tewksbury,MA,01876,978-640-7875,978-640-7879,"03,04"
02950505,Tewksbury: Tewksbury Memorial High,Public School,Principal,Kristen Vogel,320 Pleasant Street,,Tewksbury,MA,01876,978-640-7825,978-640-7829,"09,10,11,12"
02960005,Tisbury: Tisbury Elementary,Public School,Principal,John Custer,40 West William Street,Po Box 878,Vineyard Haven,MA,02568,508-696-6500,508-696-7437,"PK,K,01,02,03,04,05,06,07,08"
02980005,Topsfield: Proctor Elementary,Public School,Principal,Sarah O'Leary,60 Main Street,,Topsfield,MA,01983,978-887-1530,978-887-1531,"04,05,06"
02980010,Topsfield: Steward Elementary,Public School,Principal,Carroll Willa,261 Perkins Row,,Topsfield,MA,01983,978-887-1538,978-887-7462,"PK,K,01,02,03"
08780605,Tri-County Regional Vocational Technical: Tri-County Regional Vocational Technical,Public School,Principal,Michael Procaccini,147 Pond Street,,Franklin,MA,02038,508-528-5400,508-528-6074,"09,10,11,12"
07730020,Triton: Newbury Elementary,Public School,Principal,Beth Yando,63 Hanover Street,,Newbury,MA,01951,978-465-5353,978-463-3070,"PK,K,01,02,03,04,05,06"
07730025,Triton: Pine Grove,Public School,Principal,Christine Kneeland,191 Main Street,,Rowley,MA,01969,978-948-2520,978-948-2980,"PK,K,01,02,03,04,05,06"
07730015,Triton: Salisbury Elementary,Public School,Principal,James Montanari,100 Lafayette Rd.,,Salisbury,MA,01952,978-463-5852,978-463-8149,"PK,K,01,02,03,04,05,06"
07730505,Triton: Triton Regional High School,Public School,Principal,Timothy Ruggere,112 Elm Street,,Byfield,MA,01922,978-462-8171,978-465-6868,"09,10,11,12"
07730405,Triton: Triton Regional Middle School,Public School,Principal,Alan MacRae,112 Elm Street,,Byfield,MA,01922,978-463-5845,978-463-5867,"07,08"
03000005,Truro: Truro Central,Public School,Principal,Robert Beaudet,P O Box 2029,,Truro,MA,02666,508-487-1558,508-487-4289,"PK,K,01,02,03,04,05,06"
